participant,seq,event_type,seconds_from_start,metadata_json
P07,14,quick_capture_timed,199,"{""char_count"": 21, ""duration_ms"": 8041, ""success"": true, ""task_id"": ""persistent-default""}"
P07,15,free_writing_created,270,"{""char_count"": 48, ""task_id"": ""blank-writing""}"
P07,16,generation_privacy_notice_shown,278,"{""requirement_id"": ""R10"", ""selected_count"": 3, ""source_count"": 3, ""task_id"": ""generation-boundary"", ""unselected_count"": 0}"
P07,17,journal_generation_started,287,"{""requirement_id"": ""R4"", ""selected_count"": 3, ""source_count"": 3, ""task_id"": ""generation-boundary"", ""unselected_count"": 0}"
P07,18,journal_generated,287,"{""source_count"": 3, ""success"": true, ""task_id"": ""generation-boundary""}"
P07,19,journal_saved,288,"{""source_count"": 4, ""task_id"": ""generation-boundary""}"
P07,20,journal_source_inspected,292,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P07,21,screen_view,307,"{""screen"": ""evaluation""}"
P07,22,evaluation_requirement_saved,321,"{""requirement_id"": ""R11"", ""success"": true}"
P07,23,evaluation_requirement_saved,327,"{""requirement_id"": ""R15"", ""success"": true}"
P07,24,evaluation_requirement_saved,333,"{""requirement_id"": ""R16"", ""success"": true}"
P07,25,evaluation_requirement_saved,342,"{""requirement_id"": ""R17"", ""success"": true}"
P07,26,evaluation_requirement_saved,347,"{""requirement_id"": ""R18"", ""success"": true}"
P07,27,evaluation_completed,441,"{""success"": true}"
P08,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P08,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P08,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P08,4,quick_capture_timed,4,"{""duration_ms"": 4180, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P08,5,quick_thought_saved,6,"{""char_count"": 68, ""task_id"": ""quick-capture""}"
P08,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P08,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P08,8,block_added,21,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P08,9,block_added,31,"{""block_count"": 2, ""category"": ""feelings"", ""task_id"": ""optional-structure""}"
P08,10,block_dismissed,41,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P08,11,custom_block_added,51,"{""category"": ""meaning"", ""task_id"": ""optional-structure""}"
P08,12,block_question_edited,61,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P08,13,block_reordered,71,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P08,14,connection_created,81,"{""connection_count"": 1, ""relation_type"": ""made_me_feel"", ""requirement_id"": ""R15"", ""task_id"": ""optional-structure""}"
P08,15,connection_labeled,91,"{""relation_type"": ""custom"", ""requirement_id"": ""R15"", ""task_id"": ""optional-structure""}"
P08,16,workspace_saved,101,"{""answered_count"": 4, ""block_count"": 4, ""connection_count"": 2, ""task_id"": ""optional-structure""}"
P08,17,evaluation_requirement_saved,105,"{""requirement_id"": ""R2"", ""success"": true}"
P08,18,evaluation_requirement_saved,106,"{""requirement_id"": ""R13"", ""success"": true}"
P08,19,prompt_default_changed,111,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P08,20,evaluation_requirement_saved,115,"{""requirement_id"": ""R3"", ""success"": true}"
P08,21,free_writing_created,119,"{""char_count"": 240, ""task_id"": ""blank-writing""}"
P08,22,evaluation_requirement_saved,123,"{""requirement_id"": ""R6"", ""success"": true}"
P08,23,generation_privacy_notice_shown,130,"{""requirement_id"": ""R10"", ""selected_count"": 3, ""task_id"": ""generation-boundary"", ""unselected_count"": 2}"
P08,24,journal_generation_started,137,"{""selected_count"": 3, ""task_id"": ""generation-boundary""}"
P08,25,journal_generated,144,"{""source_count"": 3, ""success"": true, ""task_id"": ""generation-boundary""}"
P08,26,journal_saved,151,"{""source_count"": 3, ""task_id"": ""generation-boundary""}"
P08,27,evaluation_requirement_saved,155,"{""requirement_id"": ""R4"", ""success"": true}"
P08,28,evaluation_requirement_saved,156,"{""requirement_id"": ""R7"", ""success"": true}"
P08,29,evaluation_requirement_saved,157,"{""requirement_id"": ""R10"", ""success"": true}"
P08,30,journal_source_inspected,162,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P08,31,journal_paragraph_edited,167,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P08,32,journal_saved,172,"{""source_count"": 3, ""task_id"": ""source-editing""}"
P08,33,evaluation_requirement_saved,176,"{""requirement_id"": ""R5"", ""success"": true}"
P08,34,evaluation_requirement_saved,177,"{""requirement_id"": ""R12"", ""success"": true}"
P08,35,export_clicked,185,"{""format"": ""md"", ""task_id"": ""retention-deletion""}"
P08,36,discard_unsaved,193,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P08,37,delete_action,201,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P08,38,evaluation_requirement_saved,205,"{""requirement_id"": ""R8"", ""success"": true}"
P08,39,evaluation_requirement_saved,206,"{""requirement_id"": ""R14"", ""success"": true}"
P08,40,evaluation_requirement_saved,209,"{""requirement_id"": ""R11"", ""success"": true}"
P08,41,evaluation_requirement_saved,212,"{""requirement_id"": ""R15"", ""success"": true}"
P08,42,evaluation_requirement_saved,215,"{""requirement_id"": ""R16"", ""success"": true}"
P08,43,evaluation_requirement_saved,218,"{""requirement_id"": ""R17"", ""success"": true}"
P08,44,evaluation_requirement_saved,221,"{""requirement_id"": ""R18"", ""success"": true}"
P08,45,evaluation_completed,226,"{""success"": true}"
P09,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P09,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P09,3,quick_capture_screen_shown,8,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P09,4,quick_capture_timed,16,"{""duration_ms"": 31450, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P09,5,quick_thought_saved,24,"{""char_count"": 34, ""task_id"": ""quick-capture""}"
P09,6,participant_help_requested,27,"{""help_count"": 1, ""task_id"": ""quick-capture""}"
P09,7,participant_help_requested,30,"{""help_count"": 1, ""task_id"": ""quick-capture""}"
P09,8,evaluation_requirement_saved,34,"{""requirement_id"": ""R1"", ""success"": true}"
P09,9,evaluation_requirement_saved,35,"{""requirement_id"": ""R9"", ""success"": true}"
P09,10,block_added,70,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P09,11,block_added,105,"{""block_count"": 2, ""category"": ""feelings"", ""task_id"": ""optional-structure""}"
P09,12,workspace_saved,140,"{""answered_count"": 2, ""block_count"": 2, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P09,13,participant_help_requested,143,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P09,14,participant_help_requested,146,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P09,15,participant_help_requested,149,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P09,16,evaluation_requirement_saved,153,"{""requirement_id"": ""R2"", ""success"": true}"
P09,17,evaluation_requirement_saved,154,"{""requirement_id"": ""R13"", ""success"": true}"
P09,18,prompt_default_changed,170,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P09,19,participant_help_requested,173,"{""help_count"": 1, ""task_id"": ""persistent-default""}"
P09,20,evaluation_requirement_saved,177,"{""requirement_id"": ""R3"", ""success"": true}"
P09,21,free_writing_created,191,"{""char_count"": 96, ""task_id"": ""blank-writing""}"
P09,22,participant_help_requested,194,"{""help_count"": 1, ""task_id"": ""blank-writing""}"
P09,23,evaluation_requirement_saved,198,"{""requirement_id"": ""R6"", ""success"": true}"
P09,24,generation_privacy_notice_shown,220,"{""requirement_id"": ""R10"", ""selected_count"": 2, ""task_id"": ""generation-boundary"", ""unselected_count"": 0}"
P09,25,journal_generation_started,242,"{""selected_count"": 2, ""task_id"": ""generation-boundary""}"
P09,26,journal_generated,264,"{""source_count"": 2, ""success"": true, ""task_id"": ""generation-boundary""}"
P09,27,journal_saved,286,"{""source_count"": 2, ""task_id"": ""generation-boundary""}"
P09,28,participant_help_requested,289,"{""help_count"": 1, ""task_id"": ""generation-boundary""}"
P09,29,participant_help_requested,292,"{""help_count"": 1, ""task_id"": ""generation-boundary""}"
P09,30,evaluation_requirement_saved,296,"{""requirement_id"": ""R4"", ""success"": true}"
P09,31,evaluation_requirement_saved,297,"{""requirement_id"": ""R7"", ""success"": true}"
P09,32,evaluation_requirement_saved,298,"{""requirement_id"": ""R10"", ""success"": true}"
P09,33,journal_source_inspected,317,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P09,34,participant_help_requested,320,"{""help_count"": 1, ""task_id"": ""source-editing""}"
P09,35,participant_help_requested,323,"{""help_count"": 1, ""task_id"": ""source-editing""}"
P09,36,evaluation_requirement_saved,327,"{""requirement_id"": ""R5"", ""success"": true}"
P09,37,evaluation_requirement_saved,328,"{""requirement_id"": ""R12"", ""success"": true}"
P09,38,delete_action,345,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P09,39,participant_help_requested,348,"{""help_count"": 1, ""task_id"": ""retention-deletion""}"
P09,40,participant_help_requested,351,"{""help_count"": 1, ""task_id"": ""retention-deletion""}"
P09,41,evaluation_requirement_saved,355,"{""requirement_id"": ""R8"", ""success"": true}"
P09,42,evaluation_requirement_saved,356,"{""requirement_id"": ""R14"", ""success"": true}"
P09,43,evaluation_requirement_saved,359,"{""requirement_id"": ""R11"", ""success"": true}"
P09,44,evaluation_requirement_saved,362,"{""requirement_id"": ""R15"", ""success"": true}"
P09,45,evaluation_requirement_saved,365,"{""requirement_id"": ""R16"", ""success"": true}"
P09,46,evaluation_requirement_saved,368,"{""requirement_id"": ""R17"", ""success"": true}"
P09,47,evaluation_requirement_saved,371,"{""requirement_id"": ""R18"", ""success"": true}"
P09,48,evaluation_completed,376,"{""success"": true}"
P10,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P10,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P10,3,quick_capture_screen_shown,3,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P10,4,quick_capture_timed,6,"{""duration_ms"": 8600, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P10,5,quick_thought_saved,9,"{""char_count"": 91, ""task_id"": ""quick-capture""}"
P10,6,evaluation_requirement_saved,13,"{""requirement_id"": ""R1"", ""success"": true}"
P10,7,evaluation_requirement_saved,14,"{""requirement_id"": ""R9"", ""success"": true}"
P10,8,block_added,33,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P10,9,block_added,52,"{""block_count"": 2, ""category"": ""feelings"", ""task_id"": ""optional-structure""}"
P10,10,block_added,71,"{""block_count"": 3, ""category"": ""meaning"", ""task_id"": ""optional-structure""}"
P10,11,block_dismissed,90,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P10,12,custom_block_added,109,"{""category"": ""thoughts"", ""task_id"": ""optional-structure""}"
P10,13,block_question_edited,128,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P10,14,connection_created,147,"{""connection_count"": 1, ""relation_type"": ""led_to"", ""requirement_id"": ""R15"", ""task_id"": ""optional-structure""}"
P10,15,workspace_saved,166,"{""answered_count"": 3, ""block_count"": 4, ""connection_count"": 1, ""task_id"": ""optional-structure""}"
P10,16,evaluation_requirement_saved,170,"{""requirement_id"": ""R2"", ""success"": true}"
P10,17,evaluation_requirement_saved,171,"{""requirement_id"": ""R13"", ""success"": true}"
P10,18,prompt_default_changed,179,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P10,19,evaluation_requirement_saved,183,"{""requirement_id"": ""R3"", ""success"": true}"
P10,20,free_writing_created,189,"{""char_count"": 178, ""task_id"": ""blank-writing""}"
P10,21,evaluation_requirement_saved,193,"{""requirement_id"": ""R6"", ""success"": true}"
P10,22,generation_privacy_notice_shown,205,"{""requirement_id"": ""R10"", ""selected_count"": 3, ""task_id"": ""generation-boundary"", ""unselected_count"": 1}"
P10,23,journal_generation_started,217,"{""selected_count"": 3, ""task_id"": ""generation-boundary""}"
P10,24,journal_generated,229,"{""source_count"": 3, ""success"": true, ""task_id"": ""generation-boundary""}"
P10,25,journal_saved,241,"{""source_count"": 3, ""task_id"": ""generation-boundary""}"
P10,26,participant_help_requested,244,"{""help_count"": 1, ""task_id"": ""generation-boundary""}"
P10,27,evaluation_requirement_saved,248,"{""requirement_id"": ""R4"", ""success"": true}"
P10,28,evaluation_requirement_saved,249,"{""requirement_id"": ""R7"", ""success"": true}"
P10,29,evaluation_requirement_saved,250,"{""requirement_id"": ""R10"", ""success"": true}"
P10,30,journal_source_inspected,260,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P10,31,journal_paragraph_edited,270,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P10,32,journal_saved,280,"{""source_count"": 3, ""task_id"": ""source-editing""}"
P10,33,evaluation_requirement_saved,284,"{""requirement_id"": ""R5"", ""success"": true}"
P10,34,evaluation_requirement_saved,285,"{""requirement_id"": ""R12"", ""success"": true}"
P10,35,export_clicked,296,"{""format"": ""txt"", ""task_id"": ""retention-deletion""}"
P10,36,discard_unsaved,307,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P10,37,delete_action,318,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P10,38,participant_help_requested,321,"{""help_count"": 1, ""task_id"": ""retention-deletion""}"
P10,39,evaluation_requirement_saved,325,"{""requirement_id"": ""R8"", ""success"": true}"
P10,40,evaluation_requirement_saved,326,"{""requirement_id"": ""R14"", ""success"": true}"
P10,41,evaluation_requirement_saved,329,"{""requirement_id"": ""R11"", ""success"": true}"
P10,42,evaluation_requirement_saved,332,"{""requirement_id"": ""R15"", ""success"": true}"
P10,43,evaluation_requirement_saved,335,"{""requirement_id"": ""R16"", ""success"": true}"
P10,44,evaluation_requirement_saved,338,"{""requirement_id"": ""R17"", ""success"": true}"
P10,45,evaluation_requirement_saved,341,"{""requirement_id"": ""R18"", ""success"": true}"
P10,46,evaluation_completed,346,"{""success"": true}"
P11,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P11,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P11,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P11,4,quick_capture_timed,4,"{""duration_ms"": 6900, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P11,5,quick_thought_saved,6,"{""char_count"": 120, ""task_id"": ""quick-capture""}"
P11,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P11,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P11,8,block_added,27,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P11,9,block_dismissed,43,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P11,10,block_dismissed,59,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P11,11,custom_block_added,75,"{""category"": ""meaning"", ""task_id"": ""optional-structure""}"
P11,12,block_question_edited,91,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P11,13,block_reordered,107,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P11,14,workspace_saved,123,"{""answered_count"": 2, ""block_count"": 2, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P11,15,evaluation_requirement_saved,127,"{""requirement_id"": ""R2"", ""success"": true}"
P11,16,evaluation_requirement_saved,128,"{""requirement_id"": ""R13"", ""success"": true}"
P11,17,prompt_default_changed,135,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P11,18,evaluation_requirement_saved,139,"{""requirement_id"": ""R3"", ""success"": true}"
P11,19,free_writing_created,164,"{""char_count"": 1240, ""task_id"": ""blank-writing""}"
P11,20,evaluation_requirement_saved,168,"{""requirement_id"": ""R6"", ""success"": true}"
P11,21,generation_privacy_notice_shown,182,"{""requirement_id"": ""R10"", ""selected_count"": 1, ""task_id"": ""generation-boundary"", ""unselected_count"": 4}"
P11,22,generation_cancelled,196,"{""requirement_id"": ""R4"", ""selected_count"": 1, ""task_id"": ""generation-boundary""}"
P11,23,evaluation_requirement_saved,200,"{""requirement_id"": ""R4"", ""success"": true}"
P11,24,evaluation_requirement_saved,201,"{""requirement_id"": ""R7"", ""success"": true}"
P11,25,evaluation_requirement_saved,202,"{""requirement_id"": ""R10"", ""success"": true}"
P11,26,evaluation_requirement_saved,206,"{""requirement_id"": ""R5"", ""success"": true}"
P11,27,evaluation_requirement_saved,207,"{""requirement_id"": ""R12"", ""success"": true}"
P11,28,export_clicked,218,"{""format"": ""md"", ""task_id"": ""retention-deletion""}"
P11,29,discard_unsaved,229,"{""action"": ""workspace"", ""task_id"": ""retention-deletion""}"
P11,30,evaluation_requirement_saved,233,"{""requirement_id"": ""R8"", ""success"": true}"
P11,31,evaluation_requirement_saved,234,"{""requirement_id"": ""R14"", ""success"": true}"
P11,32,evaluation_requirement_saved,237,"{""requirement_id"": ""R11"", ""success"": true}"
P11,33,evaluation_requirement_saved,240,"{""requirement_id"": ""R15"", ""success"": true}"
P11,34,evaluation_requirement_saved,243,"{""requirement_id"": ""R16"", ""success"": true}"
P11,35,evaluation_requirement_saved,246,"{""requirement_id"": ""R17"", ""success"": true}"
P11,36,evaluation_requirement_saved,249,"{""requirement_id"": ""R18"", ""success"": true}"
P11,37,evaluation_completed,254,"{""success"": true}"
P12,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P12,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P12,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P12,4,quick_capture_timed,4,"{""duration_ms"": 3900, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P12,5,quick_thought_saved,6,"{""char_count"": 52, ""task_id"": ""quick-capture""}"
P12,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P12,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P12,8,block_added,18,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P12,9,block_added,25,"{""block_count"": 2, ""category"": ""feelings"", ""task_id"": ""optional-structure""}"
P12,10,block_dismissed,32,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P12,11,suggestions_requested,39,"{""requirement_id"": ""R16"", ""source_count"": 3, ""success"": true, ""task_id"": ""optional-structure""}"
P12,12,suggestion_accepted,46,"{""category"": ""thoughts"", ""requirement_id"": ""R16"", ""success"": true, ""task_id"": ""optional-structure""}"
P12,13,suggestion_accepted,53,"{""category"": ""meaning"", ""requirement_id"": ""R16"", ""success"": true, ""task_id"": ""optional-structure""}"
P12,14,suggestion_accepted,60,"{""category"": ""next"", ""requirement_id"": ""R16"", ""success"": true, ""task_id"": ""optional-structure""}"
P12,15,workspace_saved,67,"{""answered_count"": 5, ""block_count"": 5, ""connection_count"": 2, ""task_id"": ""optional-structure""}"
P12,16,evaluation_requirement_saved,71,"{""requirement_id"": ""R2"", ""success"": true}"
P12,17,evaluation_requirement_saved,72,"{""requirement_id"": ""R13"", ""success"": true}"
P12,18,prompt_default_changed,76,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P12,19,evaluation_requirement_saved,80,"{""requirement_id"": ""R3"", ""success"": true}"
P12,20,free_writing_created,83,"{""char_count"": 74, ""task_id"": ""blank-writing""}"
P12,21,evaluation_requirement_saved,87,"{""requirement_id"": ""R6"", ""success"": true}"
P12,22,generation_privacy_notice_shown,90,"{""requirement_id"": ""R10"", ""selected_count"": 5, ""task_id"": ""generation-boundary"", ""unselected_count"": 0}"
P12,23,journal_generation_started,93,"{""selected_count"": 5, ""task_id"": ""generation-boundary""}"
P12,24,journal_generated,96,"{""source_count"": 5, ""success"": true, ""task_id"": ""generation-boundary""}"
P12,25,journal_saved,99,"{""source_count"": 5, ""task_id"": ""generation-boundary""}"
P12,26,evaluation_requirement_saved,103,"{""requirement_id"": ""R4"", ""success"": true}"
P12,27,evaluation_requirement_saved,104,"{""requirement_id"": ""R7"", ""success"": true}"
P12,28,evaluation_requirement_saved,105,"{""requirement_id"": ""R10"", ""success"": true}"
P12,29,journal_saved,107,"{""source_count"": 5, ""task_id"": ""source-editing""}"
P12,30,evaluation_requirement_saved,111,"{""requirement_id"": ""R5"", ""success"": true}"
P12,31,evaluation_requirement_saved,112,"{""requirement_id"": ""R12"", ""success"": true}"
P12,32,export_clicked,117,"{""format"": ""md"", ""task_id"": ""retention-deletion""}"
P12,33,delete_action,122,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P12,34,evaluation_requirement_saved,126,"{""requirement_id"": ""R8"", ""success"": true}"
P12,35,evaluation_requirement_saved,127,"{""requirement_id"": ""R14"", ""success"": true}"
P12,36,evaluation_requirement_saved,130,"{""requirement_id"": ""R11"", ""success"": true}"
P12,37,evaluation_requirement_saved,133,"{""requirement_id"": ""R15"", ""success"": true}"
P12,38,evaluation_requirement_saved,136,"{""requirement_id"": ""R16"", ""success"": true}"
P12,39,evaluation_requirement_saved,139,"{""requirement_id"": ""R17"", ""success"": true}"
P12,40,evaluation_requirement_saved,142,"{""requirement_id"": ""R18"", ""success"": true}"
P12,41,evaluation_completed,147,"{""success"": true}"
P13,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P13,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P13,3,quick_capture_screen_shown,3,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P13,4,quick_capture_timed,6,"{""duration_ms"": 10200, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P13,5,quick_thought_saved,9,"{""char_count"": 210, ""task_id"": ""quick-capture""}"
P13,6,evaluation_requirement_saved,13,"{""requirement_id"": ""R1"", ""success"": true}"
P13,7,evaluation_requirement_saved,14,"{""requirement_id"": ""R9"", ""success"": true}"
P13,8,block_added,37,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P13,9,block_dismissed,60,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P13,10,block_dismissed,83,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": true}"
P13,11,block_dismiss_undone,106,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure""}"
P13,12,custom_block_added,129,"{""category"": ""meaning"", ""task_id"": ""optional-structure""}"
P13,13,block_question_edited,152,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P13,14,block_reordered,175,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P13,15,workspace_saved,198,"{""answered_count"": 1, ""block_count"": 2, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P13,16,evaluation_requirement_saved,202,"{""requirement_id"": ""R2"", ""success"": true}"
P13,17,evaluation_requirement_saved,203,"{""requirement_id"": ""R13"", ""success"": true}"
P13,18,prompt_default_changed,213,"{""action"": ""starter"", ""task_id"": ""persistent-default""}"
P13,19,prompt_default_changed,223,"{""action"": ""manual"", ""task_id"": ""persistent-default""}"
P13,20,evaluation_requirement_saved,227,"{""requirement_id"": ""R3"", ""success"": true}"
P13,21,free_writing_created,260,"{""char_count"": 1890, ""task_id"": ""blank-writing""}"
P13,22,evaluation_requirement_saved,264,"{""requirement_id"": ""R6"", ""success"": true}"
P13,23,generation_privacy_notice_shown,281,"{""requirement_id"": ""R10"", ""selected_count"": 1, ""task_id"": ""generation-boundary"", ""unselected_count"": 1}"
P13,24,journal_generation_started,298,"{""selected_count"": 1, ""task_id"": ""generation-boundary""}"
P13,25,journal_generated,315,"{""source_count"": 1, ""success"": true, ""task_id"": ""generation-boundary""}"
P13,26,discard_unsaved,332,"{""action"": ""generated_journal"", ""task_id"": ""generation-boundary""}"
P13,27,participant_help_requested,335,"{""help_count"": 1, ""task_id"": ""generation-boundary""}"
P13,28,evaluation_requirement_saved,339,"{""requirement_id"": ""R4"", ""success"": true}"
P13,29,evaluation_requirement_saved,340,"{""requirement_id"": ""R7"", ""success"": true}"
P13,30,evaluation_requirement_saved,341,"{""requirement_id"": ""R10"", ""success"": true}"
P13,31,journal_source_inspected,354,"{""requirement_id"": ""R5"", ""success"": true, ""task_id"": ""source-editing""}"
P13,32,journal_paragraph_edited,367,"{""requirement_id"": ""R12"", ""success"": true, ""task_id"": ""source-editing""}"
P13,33,journal_saved,380,"{""source_count"": 1, ""task_id"": ""source-editing""}"
P13,34,participant_help_requested,383,"{""help_count"": 1, ""task_id"": ""source-editing""}"
P13,35,evaluation_requirement_saved,387,"{""requirement_id"": ""R5"", ""success"": true}"
P13,36,evaluation_requirement_saved,388,"{""requirement_id"": ""R12"", ""success"": true}"
P13,37,export_clicked,402,"{""format"": ""txt"", ""task_id"": ""retention-deletion""}"
P13,38,discard_unsaved,416,"{""action"": ""journal"", ""task_id"": ""retention-deletion""}"
P13,39,delete_action,430,"{""action"": ""generated_journal"", ""task_id"": ""retention-deletion""}"
P13,40,participant_help_requested,433,"{""help_count"": 1, ""task_id"": ""retention-deletion""}"
P13,41,evaluation_requirement_saved,437,"{""requirement_id"": ""R8"", ""success"": true}"
P13,42,evaluation_requirement_saved,438,"{""requirement_id"": ""R14"", ""success"": true}"
P13,43,evaluation_requirement_saved,441,"{""requirement_id"": ""R11"", ""success"": true}"
P13,44,evaluation_requirement_saved,444,"{""requirement_id"": ""R15"", ""success"": true}"
P13,45,evaluation_requirement_saved,447,"{""requirement_id"": ""R16"", ""success"": true}"
P13,46,evaluation_requirement_saved,450,"{""requirement_id"": ""R17"", ""success"": true}"
P13,47,evaluation_requirement_saved,453,"{""requirement_id"": ""R18"", ""success"": true}"
P13,48,evaluation_completed,458,"{""success"": true}"
P14,1,evaluation_started,0,"{""screen"": ""evaluation""}"
P14,2,screen_view,0,"{""screen"": ""participant-evaluation""}"
P14,3,quick_capture_screen_shown,2,"{""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P14,4,quick_capture_timed,4,"{""duration_ms"": 5600, ""requirement_id"": ""R1"", ""task_id"": ""quick-capture""}"
P14,5,quick_thought_saved,6,"{""char_count"": 80, ""task_id"": ""quick-capture""}"
P14,6,evaluation_requirement_saved,10,"{""requirement_id"": ""R1"", ""success"": true}"
P14,7,evaluation_requirement_saved,11,"{""requirement_id"": ""R9"", ""success"": true}"
P14,8,block_added,38,"{""block_count"": 1, ""category"": ""situation"", ""task_id"": ""optional-structure""}"
P14,9,block_dismissed,65,"{""requirement_id"": ""R2"", ""success"": true, ""task_id"": ""optional-structure"", ""was_answered"": false}"
P14,10,block_question_edited,92,"{""requirement_id"": ""R13"", ""success"": true, ""task_id"": ""optional-structure""}"
P14,11,workspace_saved,119,"{""answered_count"": 2, ""block_count"": 2, ""connection_count"": 0, ""task_id"": ""optional-structure""}"
P14,12,participant_help_requested,122,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P14,13,participant_help_requested,125,"{""help_count"": 1, ""task_id"": ""optional-structure""}"
P14,14,evaluation_requirement_saved,129,"{""requirement_id"": ""R2"", ""success"": true}"
